product_id,variant_group_id,skuid,product_name,brand,category_l1,gender,category_l2,category_l3,category_l4,fit,fabric,color,pattern,size,selling_price,price_bucket,discount_percent,ratings,stock_status,searchable_text,synonyms,product_url,product_description,image_urls,total_reviews,product_series,care_instructions,designer,package_description,subtitle,author_name,author_about,publisher_date,language,dimensions,store,display_title,created_at
90711002,90711002-WHITE,90711002-WHITE,"BJORKSTA Picture frame, white",IKEA,home_appliances,UNISEX,HOME_DECOR,FRAMES,WALL_DECOR,Regular,WOOD,WHITE,SOLID,"[{name:Height,value:20},{name:Width,value:16}] inches",950,500-1000,22,4.4,IN_STOCK,bjorksta picture frame white ikea wall decor frames,"['frame','bjorksta']",https://www.amazon.in/s?k=photo+frames+wall+decor,Elegant white frame perfect for photographs artwork and posters.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/8daa23a5eea13ecbee0aabc375c4c26d3dccf35d.jpg,320,BJORKSTA,Clean with dry cloth,IKEA of Sweden,1 package(s),Simple elegant photo frame,Anna Holm,Interior accessory designer.,12-Feb-23,English,"[{name:Height,value:20},{name:Width,value:16}] inches",IKEA,BJORKSTA White Picture Frame,3/16/2026
90711003,90711003-BLACK,90711003-BLACK,"FADO Table lamp, black",IKEA,home_appliances,UNISEX,LIGHTING,TABLE_LAMPS,HOME_LIGHTING,Regular,GLASS,BLACK,SOLID,"[{name:Height,value:10},{name:Diameter,value:9}] inches",3400,3000-5000,20,4.7,IN_STOCK,fado table lamp black ikea lighting decor lamp,"['lamp','fado']",https://www.amazon.in/s?k=table+lamp,Soft glowing table lamp ideal for bedrooms living rooms and reading corners.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/8a3d149ae2494a27d4c110380c7867137e5b4edd.jpg,540,FADO,Wipe with dry cloth,IKEA of Sweden,1 package(s),Modern spherical table lamp,Eric Lund,Lighting designer focused on ambient home lighting.,10-Mar-23,English,"[{name:Height,value:10},{name:Diameter,value:9}] inches",IKEA,FADO Black Table Lamp,3/16/2026
90711004,90711004-GREEN,90711004-GREEN,"GRONSKA Artificial plant, green",IKEA,home_appliances,UNISEX,HOME_DECOR,ARTIFICIAL_PLANTS,PLANT_DECOR,Regular,PLASTIC,GREEN,SOLID,"[{name:Height,value:14},{name:Pot diameter,value:6}] inches",780,500-1000,30,4.3,IN_STOCK,gronska artificial plant green ikea plant decor,"['plant','gronska']",https://www.amazon.in/s?k=artificial+plants+home+decor,Lifelike artificial plant adding greenery without maintenance.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/b44630497cd4ca03dded60acf0f7c57ad2d1628f.jpg,220,GRONSKA,Dust with soft cloth,IKEA of Sweden,1 package(s),Decorative artificial indoor plant,Lisa Berg,Home decoration designer.,18-Jan-23,English,"[{name:Height,value:14},{name:Pot diameter,value:6}] inches",IKEA,GRONSKA Artificial Green Plant,3/16/2026
90711005,90711005-OAK,90711005-OAK,"LACK Coffee table, oak effect",IKEA,home_appliances,UNISEX,FURNITURE,TABLES,COFFEE_TABLES,Regular,WOOD,OAK,SOLID,"[{name:Height,value:18},{name:Length,value:35},{name:Width,value:22}] inches",5200,5000-7000,15,4.5,IN_STOCK,lack coffee table oak ikea furniture living room table,"['table','lack']",https://www.amazon.in/s?k=home+tables+furniture,Simple and lightweight coffee table suitable for modern living rooms.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/c64889a293fd7c71031823823b9c34776a76b56e.jpg,870,LACK,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Minimalist coffee table,Peter Karlsson,Furniture designer specializing in modern living spaces.,5-Apr-23,English,"[{name:Height,value:18},{name:Length,value:35},{name:Width,value:22}] inches",IKEA,LACK Oak Coffee Table,3/16/2026
90711006,90711006-BLUE,90711006-BLUE,"STRALA Pendant lamp shade, blue",IKEA,home_appliances,UNISEX,LIGHTING,CEILING_LIGHTS,PENDANT_LAMPS,Regular,FABRIC,BLUE,SOLID,"[{name:Height,value:12},{name:Diameter,value:16}] inches",1800,1000-2000,18,4.4,IN_STOCK,strala pendant lamp shade blue ikea lighting decor,"['lamp','strala']",https://www.amazon.in/s?k=ceiling+lights,Decorative ceiling pendant lamp shade providing warm lighting.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/d85091d03c0b7076e5b3d8c25fa09e050ab2830f.jpg,260,STRALA,Clean with dry cloth,IKEA of Sweden,1 package(s),Ceiling pendant light shade,Mikael Svensson,Lighting product designer.,2-May-23,English,"[{name:Height,value:12},{name:Diameter,value:16}] inches",IKEA,STRALA Blue Pendant Lamp,3/16/2026
90711007,90711007-GRAY,90711007-GRAY,"MALM Bedside table, gray",IKEA,home_appliances,UNISEX,FURNITURE,BEDROOM_FURNITURE,BEDSIDE_TABLES,Regular,WOOD,GRAY,SOLID,"[{name:Height,value:21},{name:Width,value:15},{name:Depth,value:16}] inches",4300,3000-5000,12,4.6,IN_STOCK,malm bedside table gray ikea bedroom furniture,"['table','malm']",https://www.amazon.in/s?k=bedroom+furniture,Compact bedside table with drawer storage for bedroom essentials.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/2590edb3515cd665025a75de19aad92a00661411.jpg,670,MALM,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Bedroom bedside storage unit,Johan Nilsson,Bedroom furniture designer.,15-Feb-23,English,"[{name:Height,value:21},{name:Width,value:15},{name:Depth,value:16}] inches",IKEA,MALM Gray Bedside Table,3/16/2026
90711008,90711008-WHITE,90711008-WHITE,"RINNIG Dish drying rack, white",IKEA,home_appliances,UNISEX,KITCHEN_ACCESSORIES,DISH_RACKS,KITCHEN_STORAGE,Regular,STEEL,WHITE,SOLID,"[{name:Height,value:5},{name:Width,value:17},{name:Depth,value:13}] inches",980,500-1000,20,4.3,IN_STOCK,rinnig dish drying rack white ikea kitchen storage,"['rack','rinnig']",https://www.amazon.in/s?k=kitchen+dish+rack,Practical dish rack keeping plates and utensils organized while drying.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/723076bc61c6d35cd622dc1faf11a4622e4e072b.jpg,350,RINNIG,Wash with mild soap,IKEA of Sweden,1 package(s),Kitchen dish drying rack,Maria Olsen,Kitchen accessory designer.,22-Jan-23,English,"[{name:Height,value:5},{name:Width,value:17},{name:Depth,value:13}] inches",IKEA,RINNIG White Dish Drying Rack,3/16/2026
90721001,90721001-BLACK,90721001-BLACK,"HEKTAR Floor lamp, dark gray",IKEA,home_appliances,UNISEX,LIGHTING,FLOOR_LAMPS,INDOOR_LIGHTING,Regular,METAL,BLACK,SOLID,"[{name:Height,value:70},{name:Base diameter,value:11}] inches",6200,5000-7000,18,4.7,IN_STOCK,hektar floor lamp dark gray ikea lighting floor lamp,"['lamp','hektar']",https://www.amazon.in/s?k=floor+lamp,Industrial style floor lamp providing directed lighting perfect for reading areas and living rooms.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/d51ba73514c2be7fdf80125ccfc5e5c00be067ff.jpg,410,HEKTAR,Wipe clean with dry cloth,IKEA of Sweden,1 package(s),Industrial style floor lamp,Ola Wihlborg,Lighting designer creating industrial style home lamps.,12-Feb-23,English,"[{name:Height,value:70},{name:Base diameter,value:11}] inches",IKEA,HEKTAR Dark Gray Floor Lamp,3/16/2026
90721002,90721002-WHITE,90721002-WHITE,"KLOCKIS Clock/thermometer/alarm timer, white",IKEA,home_appliances,UNISEX,HOME_DECOR,CLOCKS,DESK_CLOCKS,Regular,PLASTIC,WHITE,SOLID,"[{name:Height,value:3},{name:Width,value:3},{name:Depth,value:1}] inches",650,500-1000,25,4.3,IN_STOCK,klockis digital clock thermometer alarm timer ikea desk clock,"['clock','klockis']",https://www.amazon.in/s?k=wall+clock,Compact digital clock that displays time alarm temperature and timer functions.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/24e574d8068c1e2f487b7856a84eb6bd4ff33719.jpg,560,KLOCKIS,Clean with soft cloth,IKEA of Sweden,1 package(s),Compact digital desk clock,Henrik Preutz,Product designer specializing in compact electronics.,3-Mar-23,English,"[{name:Height,value:3},{name:Width,value:3},{name:Depth,value:1}] inches",IKEA,KLOCKIS White Digital Clock,3/16/2026
90721003,90721003-BEIGE,90721003-BEIGE,"TORPARO Balcony table, beige",IKEA,home_appliances,UNISEX,OUTDOOR,FURNITURE,BALCONY_TABLES,Regular,STEEL,BEIGE,SOLID,"[{name:Height,value:39},{name:Width,value:20}] inches",7200,7000-10000,12,4.5,IN_STOCK,torparo balcony table beige ikea outdoor furniture,"['table','torparo']",https://www.amazon.in/s?k=home+furniture,Foldable balcony table ideal for small outdoor spaces and patios.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0e266a3f405d14a0a0671f80cb27c7bd394f4bcb.jpg,180,TORPARO,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Foldable outdoor balcony table,Sarah Fager,Outdoor furniture designer focusing on compact spaces.,21-Apr-23,English,"[{name:Height,value:39},{name:Width,value:20}] inches",IKEA,TORPARO Beige Balcony Table,3/16/2026
90721004,90721004-GREEN,90721004-GREEN,"FEJKA Artificial potted plant, indoor/outdoor green",IKEA,home_appliances,UNISEX,HOME_DECOR,ARTIFICIAL_PLANTS,PLANT_DECOR,Regular,PLASTIC,GREEN,SOLID,"[{name:Height,value:10},{name:Pot diameter,value:6}] inches",540,0-500,20,4.4,IN_STOCK,fejka artificial plant indoor outdoor ikea plant decor,"['plant','fejka']",https://www.ikea.com/in/en/search/?q=FEJKA+Artificial+potted+plant,Lifelike artificial plant suitable for both indoor and outdoor decoration.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0c1b47d9a6494652c032f60022426f6bd46ebc3f.jpg,920,FEJKA,Dust with dry cloth,IKEA of Sweden,1 package(s),Artificial decorative plant,Mikael Axelsson,Designer of realistic artificial plant products.,10-Jan-23,English,"[{name:Height,value:10},{name:Pot diameter,value:6}] inches",IKEA,FEJKA Artificial Green Plant,3/16/2026
90721005,90721005-WOOD,90721005-WOOD,"SKADIS Pegboard, wood effect",IKEA,home_appliances,UNISEX,STORAGE,WALL_STORAGE,PEGBOARDS,Regular,WOOD,BROWN,SOLID,"[{name:Height,value:22},{name:Width,value:30}] inches",3100,3000-5000,16,4.6,IN_STOCK,skadis pegboard wood ikea wall storage organizer,"['pegboard','skadis']",https://www.ikea.com/in/en/search/?q=SKADIS+Pegboard,Wall mounted pegboard organizer for tools stationery and accessories.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/4b812ab63e9582948e1246da7b810f2c43fc87fc.jpg,730,SKADIS,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Wall mounted pegboard organizer,Eva Lilja Löwenhielm,Storage solution designer.,4-May-23,English,"[{name:Height,value:22},{name:Width,value:30}] inches",IKEA,SKADIS Wooden Pegboard Organizer,3/16/2026
90721006,90721006-BLUE,90721006-BLUE,"STORSTOMMA Wall clock, blue",IKEA,home_appliances,UNISEX,HOME_DECOR,WALL_CLOCKS,CLOCKS,Regular,PLASTIC,BLUE,SOLID,"[{name:Diameter,value:12}] inches",880,500-1000,20,4.2,IN_STOCK,storstomma wall clock blue ikea home decor clock,"['clock','storstomma']",https://www.ikea.com/in/en/search/?q=STORSTOMMA+Wall+clock,Simple modern wall clock with clear numbers for easy time reading.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/306a6dd0df37fe89cec352e036ee7a04b24e9521.jpg,210,STORSTOMMA,Clean with dry cloth,IKEA of Sweden,1 package(s),Simple blue wall clock,Henrik Preutz,Designer of functional home accessories.,16-Feb-23,English,"[{name:Diameter,value:12}] inches",IKEA,STORSTOMMA Blue Wall Clock,3/16/2026
90721007,90721007-WHITE,90721007-WHITE,"MARIUS Stool, white",IKEA,home_appliances,UNISEX,FURNITURE,STOOLS,KITCHEN_STOOLS,Regular,STEEL,WHITE,SOLID,"[{name:Height,value:18},{name:Diameter,value:13}] inches",1250,1000-2000,15,4.4,IN_STOCK,marius stool white ikea kitchen stool seating,"['stool','marius']",https://www.ikea.com/in/en/search/?q=MARIUS+Stool,Lightweight stackable stool suitable for kitchens study areas and extra seating.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/a0c6f3a38a755a7c3ea1c8f071c5213b63f6d7f3.jpg,1340,MARIUS,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Stackable kitchen stool,Ola Wihlborg,Furniture designer specializing in compact seating.,18-Mar-23,English,"[{name:Height,value:18},{name:Diameter,value:13}] inches",IKEA,MARIUS White Stackable Stool,3/16/2026
90721008,90721008-GRAY,90721008-GRAY,"VARIERA Shelf insert, gray",IKEA,home_appliances,UNISEX,KITCHEN_STORAGE,SHELF_INSERTS,STORAGE_ORGANIZERS,Regular,STEEL,GRAY,SOLID,"[{name:Height,value:6},{name:Width,value:12},{name:Depth,value:11}] inches",990,500-1000,18,4.5,IN_STOCK,variera shelf insert gray ikea kitchen storage organizer,"['shelf','variera']",https://www.ikea.com/in/en/search/?q=VARIERA+Shelf+insert,Extra shelf insert that helps organize cabinets and maximize storage space.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0c1b47d9a6494652c032f60022426f6bd46ebc3f.jpg,470,VARIERA,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Cabinet shelf storage organizer,Henrik Preutz,Product designer for kitchen storage accessories.,25-Apr-23,English,"[{name:Height,value:6},{name:Width,value:12},{name:Depth,value:11}] inches",IKEA,VARIERA Gray Shelf Insert Organizer,3/16/2026
90721009,90721009-BLACK,90721009-BLACK,"RASKOG Utility cart, black",IKEA,home_appliances,UNISEX,STORAGE,UTILITY_CARTS,MOBILE_STORAGE,Regular,STEEL,BLACK,SOLID,"[{name:Height,value:30},{name:Width,value:14},{name:Depth,value:18}] inches",7200,7000-10000,14,4.8,IN_STOCK,raskog utility cart black ikea storage trolley,"['cart','raskog']",https://www.ikea.com/in/en/search/?q=RASKOG+Utility+cart,Multi purpose rolling utility cart perfect for kitchen office or bathroom storage.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/723076bc61c6d35cd622dc1faf11a4622e4e072b.jpg,2100,RASKOG,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Mobile storage utility cart,Nike Karlsson,Furniture designer focused on practical storage solutions.,7-Jun-23,English,"[{name:Height,value:30},{name:Width,value:14},{name:Depth,value:18}] inches",IKEA,RASKOG Black Utility Storage Cart,3/16/2026
90721010,90721010-WOOD,90721010-WOOD,"BEKVAM Spice rack, wood",IKEA,home_appliances,UNISEX,KITCHEN_STORAGE,SPICE_RACKS,WALL_RACKS,Regular,WOOD,BROWN,SOLID,"[{name:Height,value:4},{name:Width,value:16},{name:Depth,value:3}] inches",1150,1000-2000,17,4.6,IN_STOCK,bekvam spice rack wood ikea kitchen wall rack,"['spice','bekvam']",https://www.ikea.com/in/en/search/?q=BEKVAM+Spice+rack,Wall mounted wooden spice rack helping keep kitchen spices organized and accessible.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/d51ba73514c2be7fdf80125ccfc5e5c00be067ff.jpg,980,BEKVAM,Wipe clean with dry cloth,IKEA of Sweden,1 package(s),Wall mounted spice storage rack,Nike Karlsson,Designer known for wooden kitchen accessories.,12-Feb-23,English,"[{name:Height,value:4},{name:Width,value:16},{name:Depth,value:3}] inches",IKEA,BEKVAM Wooden Spice Rack,3/16/2026
90731001,90731001-WHITE,90731001-WHITE,"LERSTA Floor reading lamp, white",IKEA,home_appliances,UNISEX,LIGHTING,FLOOR_LAMPS,READING_LAMPS,Regular,METAL,WHITE,SOLID,"[{name:Height,value:69},{name:Base diameter,value:10}] inches",3400,3000-5000,18,4.5,IN_STOCK,lersta floor reading lamp white ikea lighting lamp,"['lamp','lersta']",https://www.ikea.com/in/en/search/?q=LERSTA+Floor+lamp,Adjustable reading floor lamp designed to provide focused light for reading and studying.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0e266a3f405d14a0a0671f80cb27c7bd394f4bcb.jpg,530,LERSTA,Wipe clean with dry cloth,IKEA of Sweden,1 package(s),Adjustable floor reading lamp,Henrik Preutz,Designer specializing in practical lighting products.,5-Mar-23,English,"[{name:Height,value:69},{name:Base diameter,value:10}] inches",IKEA,LERSTA White Floor Reading Lamp,3/16/2026
90731002,90731002-GRAY,90731002-GRAY,"OMAR Storage shelving unit, gray",IKEA,home_appliances,UNISEX,STORAGE,SHELVING_UNITS,METAL_SHELVES,Regular,STEEL,GRAY,SOLID,"[{name:Height,value:72},{name:Width,value:36},{name:Depth,value:14}] inches",7800,7000-10000,14,4.6,IN_STOCK,omar storage shelving unit gray ikea metal shelves,"['shelf','omar']",https://www.ikea.com/in/en/search/?q=OMAR+Storage+shelving,Strong metal shelving unit ideal for pantry garage or storage room organization.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/c64889a293fd7c71031823823b9c34776a76b56e.jpg,640,OMAR,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Heavy duty metal shelving unit,Nike Karlsson,Designer focused on durable storage furniture.,18-Apr-23,English,"[{name:Height,value:72},{name:Width,value:36},{name:Depth,value:14}] inches",IKEA,OMAR Gray Storage Shelving Unit,3/16/2026
90731003,90731003-BLACK,90731003-BLACK,"SKURAR Candle holder, black",IKEA,home_appliances,UNISEX,HOME_DECOR,CANDLE_HOLDERS,DECOR_ACCENTS,Regular,METAL,BLACK,FLORAL,"[{name:Height,value:6},{name:Diameter,value:5}] inches",520,500-1000,20,4.4,IN_STOCK,skurar candle holder black ikea decor candle holder,"['candle','skurar']",https://www.ikea.com/in/en/search/?q=SKURAR+Candle+holder,Decorative candle holder with elegant cut pattern creating warm light effects.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/58c6966b30083f15569d21f0cba08ce170ba250f.jpg,390,SKURAR,Clean with dry cloth,IKEA of Sweden,1 package(s),Decorative metal candle holder,Eva Lilja Löwenhielm,Designer specializing in decorative home accessories.,10-Feb-23,English,"[{name:Height,value:6},{name:Diameter,value:5}] inches",IKEA,SKURAR Black Candle Holder,3/16/2026
90731004,90731004-BEIGE,90731004-BEIGE,"HILJA Curtains pair, beige",IKEA,home_appliances,UNISEX,HOME_TEXTILES,CURTAINS,WINDOW_TREATMENTS,Regular,POLYESTER,BEIGE,SOLID,"[{name:Length,value:98},{name:Width,value:57}] inches",2600,2000-3000,16,4.3,IN_STOCK,hilja curtains beige ikea window curtains home textiles,"['curtains','hilja']",https://www.ikea.com/in/en/search/?q=HILJA+Curtains,Light filtering curtains creating privacy while letting natural light into the room.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/8daa23a5eea13ecbee0aabc375c4c26d3dccf35d.jpg,780,HILJA,"Machine wash warm, Iron low temperature",IKEA of Sweden,1 package(s),Light filtering window curtains,Maria Vinka,Textile designer focusing on home fabrics.,8-Jan-23,English,"[{name:Length,value:98},{name:Width,value:57}] inches",IKEA,HILJA Beige Window Curtains,3/16/2026
90731005,90731005-WOOD,90731005-WOOD,"BILLY Bookcase, oak effect",IKEA,home_appliances,UNISEX,FURNITURE,BOOKCASES,STORAGE_BOOKCASES,Regular,WOOD,OAK,SOLID,"[{name:Height,value:79},{name:Width,value:31},{name:Depth,value:11}] inches",9500,7000-10000,12,4.8,IN_STOCK,billy bookcase oak ikea furniture storage bookcase,"['bookcase','billy']",https://www.ikea.com/in/en/search/?q=BILLY+Bookcase,Classic bookcase with adjustable shelves ideal for books decor and storage.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/b44630497cd4ca03dded60acf0f7c57ad2d1628f.jpg,2100,BILLY,Wipe clean with damp cloth,IKEA of Sweden,2 package(s),Classic wooden bookcase,Gillis Lundgren,Designer of the iconic BILLY storage system.,14-Mar-23,English,"[{name:Height,value:79},{name:Width,value:31},{name:Depth,value:11}] inches",IKEA,BILLY Oak Bookcase,3/16/2026
90731006,90731006-BLUE,90731006-BLUE,"TILLGANG Tray, blue",IKEA,home_appliances,UNISEX,KITCHEN_ACCESSORIES,SERVING_TRAYS,KITCHEN_SERVEWARE,Regular,PLASTIC,BLUE,SOLID,"[{name:Length,value:15},{name:Width,value:11}] inches",420,0-500,18,4.2,IN_STOCK,tillgang serving tray blue ikea kitchen tray,"['tray','tillgang']",https://www.ikea.com/in/en/search/?q=TILLGANG+Tray,Lightweight serving tray ideal for carrying drinks and snacks around the home.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0e266a3f405d14a0a0671f80cb27c7bd394f4bcb.jpg,610,TILLGANG,Wash with mild soap,IKEA of Sweden,1 package(s),Lightweight serving tray,Henrik Preutz,Product designer specializing in everyday kitchen accessories.,22-May-23,English,"[{name:Length,value:15},{name:Width,value:11}] inches",IKEA,TILLGANG Blue Serving Tray,3/16/2026
90731007,90731007-WHITE,90731007-WHITE,"DROMSACK Storage box, white",IKEA,home_appliances,UNISEX,STORAGE,STORAGE_BOXES,PLASTIC_BOXES,Regular,PLASTIC,WHITE,SOLID,"[{name:Height,value:10},{name:Width,value:13},{name:Depth,value:10}] inches",750,500-1000,15,4.4,IN_STOCK,dromsack storage box white ikea storage container,"['box','dromsack']",https://www.ikea.com/in/en/search/?q=DROMSACK+Storage+box,Multi purpose storage box perfect for organizing clothes toys and accessories.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/d85091d03c0b7076e5b3d8c25fa09e050ab2830f.jpg,430,DROMSACK,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Plastic storage organization box,Maria Vinka,Designer focused on simple storage products.,11-Apr-23,English,"[{name:Height,value:10},{name:Width,value:13},{name:Depth,value:10}] inches",IKEA,DROMSACK White Storage Box,3/16/2026
90731008,90731008-GREEN,90731008-GREEN,"SATSUMAS Plant stand, bamboo green",IKEA,home_appliances,UNISEX,HOME_DECOR,PLANT_STANDS,INDOOR_PLANT_DECOR,Regular,BAMBOO,GREEN,SOLID,"[{name:Height,value:30},{name:Width,value:22}] inches",6800,5000-7000,15,4.7,IN_STOCK,satsumas plant stand bamboo ikea plant decor stand,"['plant','satsumas']",https://www.ikea.com/in/en/search/?q=SATSUMAS+Plant+stand,Bamboo plant stand designed to display multiple indoor plants beautifully.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/2590edb3515cd665025a75de19aad92a00661411.jpg,520,SATSUMAS,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Bamboo indoor plant stand,Björn Dahlström,Furniture designer specializing in natural materials.,17-Feb-23,English,"[{name:Height,value:30},{name:Width,value:22}] inches",IKEA,SATSUMAS Bamboo Plant Stand,3/16/2026
90731009,90731009-GRAY,90731009-GRAY,"FRIHETEN Sofa bed, gray",IKEA,home_appliances,UNISEX,FURNITURE,SOFA_BEDS,LIVING_ROOM_FURNITURE,Regular,POLYESTER,GRAY,SOLID,"[{name:Height,value:32},{name:Width,value:90},{name:Depth,value:60}] inches",32500,10000+,10,4.6,IN_STOCK,friheten sofa bed gray ikea living room sofa,"['sofa','friheten']",https://www.ikea.com/in/en/search/?q=FRIHETEN+Sofa+bed,Comfortable sofa that easily converts into a spacious bed with hidden storage.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/723076bc61c6d35cd622dc1faf11a4622e4e072b.jpg,1680,FRIHETEN,"Vacuum clean, Wipe with damp cloth",IKEA of Sweden,3 package(s),Convertible sofa bed with storage,Ola Wihlborg,Furniture designer specializing in multifunctional seating.,12-Jun-23,English,"[{name:Height,value:32},{name:Width,value:90},{name:Depth,value:60}] inches",IKEA,FRIHETEN Gray Sofa Bed,3/16/2026
90731010,90731010-BLACK,90731010-BLACK,"BUMERANG Clothes hanger, black",IKEA,home_appliances,UNISEX,STORAGE,CLOSET_ACCESSORIES,HANGERS,Regular,WOOD,BLACK,SOLID,"[{name:Width,value:17}] inches",260,0-500,12,4.1,IN_STOCK,bumerang clothes hanger black ikea closet hanger,"['hanger','bumerang']",https://www.ikea.com/in/en/search/?q=BUMERANG+Clothes+hanger,Classic wooden clothes hanger designed to keep garments wrinkle free.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/d51ba73514c2be7fdf80125ccfc5e5c00be067ff.jpg,970,BUMERANG,Wipe clean with dry cloth,IKEA of Sweden,1 package(s),Wooden closet clothes hanger,Henrik Preutz,Product designer specializing in wardrobe accessories.,5-May-23,English,"[{name:Width,value:17}] inches",IKEA,BUMERANG Black Clothes Hanger,3/16/2026
90731011,90731011-WHITE,90731011-WHITE,"SNIDAD Basket, rattan",IKEA,home_appliances,UNISEX,STORAGE,BASKETS,HOME_STORAGE,Regular,RATTAN,NATURAL,SOLID,"[{name:Height,value:14},{name:Diameter,value:12}] inches",1800,1000-2000,15,4.4,IN_STOCK,snidad basket rattan ikea storage basket,"['basket','snidad']",https://www.ikea.com/in/en/search/?q=SNIDAD+Basket,Handwoven rattan basket ideal for organizing blankets magazines or laundry.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/0c1b47d9a6494652c032f60022426f6bd46ebc3f.jpg,420,SNIDAD,Wipe clean with dry cloth,IKEA of Sweden,1 package(s),Natural rattan storage basket,Maria Vinka,Textile and home accessories designer.,20-Feb-23,English,"[{name:Height,value:14},{name:Diameter,value:12}] inches",IKEA,SNIDAD Rattan Storage Basket,3/16/2026
90731012,90731012-BLACK,90731012-BLACK,"RANARP Work lamp, black",IKEA,home_appliances,UNISEX,LIGHTING,TABLE_LAMPS,DESK_LAMPS,Regular,METAL,BLACK,SOLID,"[{name:Height,value:18},{name:Base diameter,value:7}] inches",4200,3000-5000,17,4.6,IN_STOCK,ranarp work lamp black ikea desk lamp lighting,"['lamp','ranarp']",https://www.ikea.com/in/en/search/?q=RANARP+Work+lamp,Industrial style desk lamp providing focused light for study or work.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/4b812ab63e9582948e1246da7b810f2c43fc87fc.jpg,530,RANARP,Clean with dry cloth,IKEA of Sweden,1 package(s),Industrial style desk lamp,Johanna Asshoff,Designer focusing on modern lighting.,1-Mar-23,English,"[{name:Height,value:18},{name:Base diameter,value:7}] inches",IKEA,RANARP Black Work Desk Lamp,3/16/2026
90731013,90731013-GREEN,90731013-GREEN,FEJKA Artificial potted plant,IKEA,home_appliances,UNISEX,HOME_DECOR,ARTIFICIAL_PLANTS,PLANT_DECOR,Regular,PLASTIC,GREEN,SOLID,"[{name:Height,value:9}] inches",690,500-1000,18,4.3,IN_STOCK,fejka artificial plant ikea decor plant,"['plant','fejka']",https://www.ikea.com/in/en/search/?q=FEJKA+Artificial+potted+plant,Realistic artificial plant perfect for decorating desks shelves and tables.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/306a6dd0df37fe89cec352e036ee7a04b24e9521.jpg,610,FEJKA,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Artificial decorative plant,Amy Walters,Home decor designer specializing in artificial plants.,12-Jan-23,English,"[{name:Height,value:9}] inches",IKEA,FEJKA Artificial Potted Plant,3/16/2026
90731014,90731014-WOOD,90731014-WOOD,"BEKVAM Step stool, birch",IKEA,home_appliances,UNISEX,FURNITURE,STEP_STOOLS,KITCHEN_STOOLS,Regular,WOOD,BIRCH,SOLID,"[{name:Height,value:20},{name:Width,value:17}] inches",2100,2000-3000,13,4.7,IN_STOCK,bekvam step stool birch ikea kitchen stool,"['stool','bekvam']",https://www.ikea.com/in/en/search/?q=BEKVAM+Step+stool,Practical wooden step stool for reaching high cabinets and shelves.,https://pplx-res.cloudinary.com/image/upload/pplx_search_images/a0c6f3a38a755a7c3ea1c8f071c5213b63f6d7f3.jpg,880,BEKVAM,Wipe clean with damp cloth,IKEA of Sweden,1 package(s),Wooden kitchen step stool,Nike Karlsson,Furniture designer specializing in wooden products.,22-Apr-23,English,"[{name:Height,value:20},{name:Width,value:17}] inches",IKEA,BEKVAM Birch Step Stool,3/16/2026
